Baker Name,Baker Age,Baker Occupation,Hometown,Episode,Series.x,Signature Bake,Show Stopper,result,Baker,Series.y,series,episode,technical
Danny Bryden,45,Intensive care consultant,Sheffield,8,3,Spiced Almond Drinks Crackers,Gingerbread Big Ben,IN,Danny,3,3,5,7
Danny Bryden,45,Intensive care consultant,Sheffield,8,3,Spiced Almond Drinks Crackers,Gingerbread Big Ben,IN,Danny,3,3,6,2
Danny Bryden,45,Intensive care consultant,Sheffield,8,3,Spiced Almond Drinks Crackers,Gingerbread Big Ben,STAR BAKER,Danny,3,3,7,2
Danny Bryden,45,Intensive care consultant,Sheffield,8,3,Spiced Almond Drinks Crackers,Gingerbread Big Ben,IN,Danny,3,3,8,4
Danny Bryden,45,Intensive care consultant,Sheffield,8,3,Spiced Almond Drinks Crackers,Gingerbread Big Ben,OUT,Danny,3,3,9,4
Danny Bryden,45,Intensive care consultant,Sheffield,8,3,Spiced Almond Drinks Crackers,Gingerbread Big Ben,NA,Danny,3,3,10,NA
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,3,1,2
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,3,2,2
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,STAR BAKER,James,8,3,3,1
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,3,4,5
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,3,5,6
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,3,6,7
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,3,7,1
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,STAR BAKER,James,8,3,8,1
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,STAR BAKER,James,8,3,9,1
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,Runner-up,James,8,3,10,1
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,8,1,2
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,8,2,3
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,8,3,9
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,8,8,4,2
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,OUT,James,8,8,5,7
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,8,8,6,NA
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,8,8,7,NA
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,8,8,8,NA
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,8,8,9,NA
James Hillery,46,Banker,"Brentwood, Essex",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,8,8,10,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,3,1,2
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,3,2,2
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,STAR BAKER,James,3,3,3,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,3,4,5
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,3,5,6
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,3,6,7
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,3,7,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,STAR BAKER,James,3,3,8,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,STAR BAKER,James,3,3,9,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,Runner-up,James,3,3,10,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,8,1,2
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,8,2,3
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,8,3,9
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,IN,James,3,8,4,2
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,OUT,James,3,8,5,7
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,3,8,6,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,3,8,7,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,3,8,8,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,3,8,9,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",8,3,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,NA,James,3,8,10,NA
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,IN,John,3,3,1,11
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,STAR BAKER,John,3,3,2,1
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,IN,John,3,3,3,6
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,IN,John,3,3,4,6
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,IN,John,3,3,5,2
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,IN,John,3,3,6,5
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,IN,John,3,3,7,3
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,IN,John,3,3,8,3
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,IN,John,3,3,9,2
John Whaite,22,Law student,Wigan,8,3,Asian Spice Crackers,Gingerbread Roman Coliseum,WINNER,John,3,3,10,2
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,IN,Brendan,3,3,1,10
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,IN,Brendan,3,3,2,4
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,IN,Brendan,3,3,3,9
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,STAR BAKER,Brendan,3,3,4,1
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,IN,Brendan,3,3,5,3
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,STAR BAKER,Brendan,3,3,6,1
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,IN,Brendan,3,3,7,4
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,IN,Brendan,3,3,8,2
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,IN,Brendan,3,3,9,3
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,9,3,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,Runner-up,Brendan,3,3,10,2
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,IN,Danny,3,3,1,7
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,IN,Danny,3,3,2,3
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,IN,Danny,3,3,3,2
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,IN,Danny,3,3,4,2
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,IN,Danny,3,3,5,7
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,IN,Danny,3,3,6,2
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,STAR BAKER,Danny,3,3,7,2
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,IN,Danny,3,3,8,4
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,OUT,Danny,3,3,9,4
Danny Bryden,45,Intensive care consultant,Sheffield,9,3,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,NA,Danny,3,3,10,NA
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,3,1,2
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,3,2,2
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",STAR BAKER,James,8,3,3,1
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,3,4,5
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,3,5,6
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,3,6,7
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,3,7,1
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",STAR BAKER,James,8,3,8,1
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",STAR BAKER,James,8,3,9,1
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",Runner-up,James,8,3,10,1
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,8,1,2
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,8,2,3
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,8,3,9
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,8,8,4,2
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",OUT,James,8,8,5,7
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,8,8,6,NA
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,8,8,7,NA
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,8,8,8,NA
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,8,8,9,NA
James Hillery,46,Banker,"Brentwood, Essex",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,8,8,10,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,3,1,2
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,3,2,2
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",STAR BAKER,James,3,3,3,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,3,4,5
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,3,5,6
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,3,6,7
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,3,7,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",STAR BAKER,James,3,3,8,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",STAR BAKER,James,3,3,9,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",Runner-up,James,3,3,10,1
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,8,1,2
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,8,2,3
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,8,3,9
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",IN,James,3,8,4,2
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",OUT,James,3,8,5,7
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,3,8,6,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,3,8,7,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,3,8,8,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,3,8,9,NA
James Morton,21,Medical student,"Hillswick, Shetland Islands",9,3,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",NA,James,3,8,10,NA
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,IN,John,3,3,1,11
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,STAR BAKER,John,3,3,2,1
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,IN,John,3,3,3,6
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,IN,John,3,3,4,6
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,IN,John,3,3,5,2
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,IN,John,3,3,6,5
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,IN,John,3,3,7,3
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,IN,John,3,3,8,3
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,IN,John,3,3,9,2
John Whaite,22,Law student,Wigan,9,3,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,WINNER,John,3,3,10,2
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,IN,Brendan,3,3,1,10
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,IN,Brendan,3,3,2,4
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,IN,Brendan,3,3,3,9
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,STAR BAKER,Brendan,3,3,4,1
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,IN,Brendan,3,3,5,3
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,STAR BAKER,Brendan,3,3,6,1
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,IN,Brendan,3,3,7,4
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,IN,Brendan,3,3,8,2
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,IN,Brendan,3,3,9,3
Brendan Lynch,63,Recruitment consultant,Sutton Coldfield,10,3,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,Runner-up,Brendan,3,3,10,2
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,IN,James,8,3,1,2
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,IN,James,8,3,2,2
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,STAR BAKER,James,8,3,3,1
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,IN,James,8,3,4,5
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,IN,James,8,3,5,6
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,IN,James,8,3,6,7
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,IN,James,8,3,7,1
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,STAR BAKER,James,8,3,8,1
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,STAR BAKER,James,8,3,9,1
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,Runner-up,James,8,3,10,1
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,IN,James,8,8,1,2
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,IN,James,8,8,2,3
James Hillery,46,Banker,"Brentwood, Essex",10,3,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,IN,James,8,8,3,9
